-53,-63,-74,-68,-73,-79,-72,-80,-85,-90,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-50,-55,-79,-64,-69,-81,-75,-79,-85,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-52,-56,-73,100,-69,100,-71,-79,-85,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-52,-54,-75,-67,-71,100,-71,-79,-86,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-51,-56,-80,-67,-72,100,-71,-76,-86,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-48,-55,-79,100,100,-80,-72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-47,-54,100,-65,-76,-79,-72,-79,-85,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-48,-54,-80,-71,-74,-79,-76,-80,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-48,-53,-79,-72,-75,100,-68,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-61,-57,-81,100,-73,100,-72,-78,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-52,-57,-79,-68,100,-79,-73,-78,-87,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-52,-58,100,-69,-70,100,-76,-79,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-52,-61,-80,-66,-72,-80,-71,-81,-87,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-53,-60,-74,-67,100,100,-73,-80,-90,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-48,-60,-84,-64,-71,-78,-70,-76,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-47,-61,100,-66,-70,-78,-72,-79,-87,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-49,-57,-86,-66,-74,-79,-74,-79,-86,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-50,-58,-86,-66,-73,-77,-73,-79,100,100,100,-92,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-53,-59,-82,-67,-73,-79,100,-86,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-49,-58,-79,-66,-75,-77,-70,-82,-88,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-49,-55,-85,-66,-73,-78,-78,-80,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-48,-60,-81,-64,-72,100,-70,-79,-85,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-48,-56,100,100,-71,100,-75,-77,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,-58,-80,100,-72,100,-69,-77,-89,-95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-52,-55,-76,-67,-72,-79,-71,-72,-88,-91,-94,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-51,-57,-76,-68,-72,-79,-72,-75,-90,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-50,-57,-77,-68,-71,-87,-73,-77,-86,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-47,-54,-76,-65,-72,-78,-76,-77,-85,-90,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-45,-54,-77,-65,-71,-78,-72,-78,-87,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-61,-53,-81,100,-72,100,100,-79,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-45,-55,-80,-65,-73,-78,-71,-78,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-51,-54,-80,-67,-71,-80,-72,-78,-87,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-51,-53,100,-66,100,-78,-70,100,-86,100,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,-56,-77,100,-72,-79,-71,-78,-89,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-47,-57,-82,-68,-72,-79,-73,-78,-91,100,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-47,-58,-76,-67,-70,-80,-73,-78,-86,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,-59,-78,100,-70,100,-70,-80,-92,-92,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-48,-59,-81,-68,-71,100,-69,-79,-84,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-53,-52,-81,-62,100,-78,-68,-78,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-50,-50,-85,-63,-71,-78,-69,-79,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,-51,-77,100,-73,-80,-77,-78,100,-92,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-54,-57,-75,-65,-71,100,-75,-80,-85,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-51,-53,-80,-65,100,-80,-69,-79,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-53,-56,-84,-63,-76,100,-81,-82,-86,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-47,-59,-79,-66,-74,100,-70,-83,-84,100,100,-92,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-51,-55,-76,-62,-74,-79,-78,-83,-89,-90,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-50,-55,-80,-63,100,100,-76,-83,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-50,-59,-78,-68,-72,100,-73,-81,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-47,-60,-76,-67,-73,100,-72,-82,-85,-89,100,-92,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-52,-54,-78,-67,-73,-78,-72,-82,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
100,-54,-78,100,100,100,-73,-84,-85,-90,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-50,-60,-77,-67,-74,-77,-70,-81,-85,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-52,-55,-81,-70,-74,100,-70,-83,-86,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-51,-48,-77,-70,-72,-76,-87,-85,-86,-89,100,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-50,-48,-74,-63,-74,-75,-76,-82,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-51,-49,-73,-71,-77,-75,-77,-81,-84,-89,100,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-49,-53,-77,-82,100,100,-75,-81,-90,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-46,-55,-74,-69,100,100,-74,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-47,-50,-79,-68,-73,100,-67,-80,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
